task,subject_id,session,condition,accuracy,mean_rt
NF,7206,1,con,97.22222222222221,552.9027777777778
NF,7206,1,inc,98.61111111111111,623.1527777777778
NF,7207,1,con,83.33333333333334,788.4166666666666
NF,7207,1,inc,76.38888888888889,855.9305555555555
NF,7216,1,con,97.22222222222221,528.7222222222222
NF,7216,1,inc,90.27777777777779,585.4166666666666
NF,7212,1,con,100.0,809.5138888888889
NF,7212,1,inc,95.83333333333334,795.5694444444445
NF,7195,1,con,95.83333333333334,542.5694444444445
NF,7195,1,inc,94.44444444444444,583.7083333333334
NF,7213,1,con,97.22222222222221,579.0138888888889
NF,7213,1,inc,95.83333333333334,609.8194444444445
NF,7225,1,con,98.61111111111111,595.0972222222222
NF,7225,1,inc,95.83333333333334,640.3611111111111
NF,7220,1,con,91.66666666666666,698.8055555555555
NF,7220,1,inc,94.44444444444444,879.0
NF,7702,1,con,97.22222222222221,672.1666666666666
NF,7702,1,inc,97.22222222222221,682.8472222222222
NF,7222,1,con,100.0,756.4166666666666
NF,7222,1,inc,100.0,766.2916666666666
NF,7704,,con,97.5,750.8125
NF,7704,,inc,95.0,790.4
NF,7182,1,con,88.75,716.0125
NF,7182,1,inc,90.0,724.875
NF,7189,1,con,90.0,432.1
NF,7189,1,inc,81.25,503.3625
NF,7173,1,con,98.61111111111111,673.3333333333334
NF,7173,1,inc,94.44444444444444,692.6388888888889
NF,7187,1,con,93.05555555555556,515.3472222222222
NF,7187,1,inc,98.61111111111111,559.9305555555555
NF,7196,1,con,97.22222222222221,832.3472222222222
NF,7196,1,inc,97.22222222222221,787.7361111111111
NF,7200,1,con,100.0,779.5416666666666
NF,7200,1,inc,100.0,748.3472222222222
NF,7211,1,con,90.27777777777779,542.9305555555555
NF,7211,1,inc,93.05555555555556,610.5138888888889
NF,7209,1,con,97.22222222222221,667.3472222222222
NF,7209,1,inc,100.0,708.8055555555555
NF,7204,1,con,97.5,477.325
NF,7204,1,inc,91.25,488.375
NF,7218,1,con,72.22222222222221,870.3194444444445
NF,7218,1,inc,76.38888888888889,828.3333333333334
NF,7221,1,con,98.61111111111111,599.9861111111111
NF,7221,1,inc,97.22222222222221,688.0972222222222
NF,7202,1,con,97.22222222222221,555.1666666666666
NF,7202,1,inc,98.61111111111111,564.2638888888889
NF,7226,1,con,85.0,375.5125
NF,7226,1,inc,73.75,383.5125
NF,7227,1,con,95.83333333333334,584.8055555555555
NF,7227,1,inc,100.0,563.4722222222222
NF,7205,1,con,91.66666666666666,740.0277777777778
NF,7205,1,inc,97.22222222222221,732.1666666666666
NF,7230,1,con,93.05555555555556,518.875
NF,7230,1,inc,95.83333333333334,572.7638888888889
NF,7235,1,con,100.0,499.31944444444446
NF,7235,1,inc,97.22222222222221,594.9861111111111
NTS,0,33,A,100.0,803.9444444444445
NTS,0,33,B,91.66666666666666,921.4166666666666
NTS,0,33,C,25.925925925925924,1121.712962962963
NTS,8039,2,A,100.0,563.5833333333334
NTS,8039,2,B,100.0,581.5277777777778
NTS,8039,2,C,92.5925925925926,729.0648148148148
NTS,8060,1,A,97.22222222222221,711.1111111111111
NTS,8060,1,B,97.22222222222221,767.75
NTS,8060,1,C,85.0,1047.475
NTS,8047,2,A,100.0,582.5277777777778
NTS,8047,2,B,97.22222222222221,602.6944444444445
NTS,8047,2,C,80.55555555555556,1037.25
NTS,8011,3,A,100.0,569.3888888888889
NTS,8011,3,B,100.0,711.6944444444445
NTS,8011,3,C,89.81481481481481,889.0185185185185
NTS,8038,2,A,94.44444444444444,585.3333333333334
NTS,8038,2,B,100.0,584.25
NTS,8038,2,C,93.51851851851852,793.4537037037037
NTS,8046,2,A,100.0,676.3888888888889
NTS,8046,2,B,91.66666666666666,697.9166666666666
NTS,8046,2,C,92.5925925925926,986.3888888888889
NTS,8023,2,A,97.22222222222221,627.3333333333334
NTS,8023,2,B,100.0,675.9166666666666
NTS,8023,2,C,96.29629629629629,961.1481481481482
NTS,8037,2,A,94.44444444444444,681.25
NTS,8037,2,B,94.44444444444444,728.0833333333334
NTS,8037,2,C,58.333333333333336,1263.689393939394
NTS,9009,3,A,100.0,749.0277777777778
NTS,9009,3,B,100.0,807.75
NTS,9009,3,C,88.88888888888889,928.4537037037037
NTS,8054,2,A,100.0,641.7777777777778
NTS,8054,2,B,97.22222222222221,625.8055555555555
NTS,8054,2,C,84.25925925925925,1002.1203703703703
NTS,9024,2,A,94.44444444444444,723.3888888888889
NTS,9024,2,B,86.11111111111111,860.5555555555555
NTS,9024,2,C,76.66666666666667,1115.9416666666666
NTS,8051,2,A,97.22222222222221,514.5277777777778
NTS,8051,2,B,88.88888888888889,592.1944444444445
NTS,8051,2,C,89.81481481481481,830.9074074074074
NTS,8035,3,A,97.22222222222221,724.9722222222222
NTS,8035,3,B,91.66666666666666,873.5555555555555
NTS,8035,3,C,80.55555555555556,1139.3333333333333
NTS,8026,3,A,100.0,479.80555555555554
NTS,8026,3,B,100.0,567.6666666666666
NTS,8026,3,C,85.18518518518519,795.074074074074
NTS,9023,2,A,97.22222222222221,731.8888888888889
NTS,9023,2,B,94.44444444444444,789.7777777777778
NTS,9023,2,C,67.5,1143.1333333333334
NTS,8067,1,A,100.0,710.6388888888889
NTS,8067,1,B,86.11111111111111,838.5555555555555
NTS,8067,1,C,68.51851851851852,1152.9907407407406
NTS,9031,1,A,100.0,749.75
NTS,9031,1,B,100.0,783.0555555555555
NTS,9031,1,C,86.66666666666667,1098.8916666666667
NTS,8064,1,A,100.0,720.6388888888889
NTS,8064,1,B,100.0,844.8333333333334
NTS,8064,1,C,99.07407407407408,905.6481481481482
NTS,8068,1,A,91.66666666666666,860.2777777777778
NTS,8068,1,B,91.66666666666666,860.1111111111111
NTS,8068,1,C,55.00000000000001,1027.5
NTS,9015,3,A,94.44444444444444,596.75
NTS,9015,3,B,100.0,533.2777777777778
NTS,9015,3,C,95.37037037037037,903.4629629629629
NTS,8009,2,A,100.0,600.5277777777778
NTS,8009,2,B,94.44444444444444,677.7222222222222
NTS,8009,2,C,84.25925925925925,944.574074074074
NTS,8018,3,A,100.0,740.5277777777778
NTS,8018,3,B,100.0,816.6111111111111
NTS,8018,3,C,89.81481481481481,1114.388888888889
NTS,9999,,A,100.0,551.8611111111111
NTS,9999,,B,97.22222222222221,653.3055555555555
NTS,9999,,C,92.5925925925926,772.6574074074074
NTS,7176,1,A,97.22222222222221,928.4444444444445
NTS,7176,1,B,91.66666666666666,922.25
NTS,7176,1,C,35.833333333333336,1355.1916666666666
NTS,7186,1,A,64.58333333333334,951.0
NTS,7186,1,B,94.44444444444444,677.5833333333334
NTS,7186,1,C,62.03703703703704,1214.111111111111
NTS,7188,1,A,94.44444444444444,858.5833333333334
NTS,7188,1,B,91.66666666666666,860.0277777777778
NTS,7188,1,C,69.44444444444444,1068.5833333333333
NTS,7197,1,A,94.44444444444444,839.9166666666666
NTS,7197,1,B,94.44444444444444,860.8055555555555
NTS,7197,1,C,68.51851851851852,1166.5833333333333
NTS,7200,1,A,100.0,683.6944444444445
NTS,7200,1,B,94.44444444444444,754.0
NTS,7200,1,C,70.0,1096.5083333333334
NTS,7181,1,A,94.44444444444444,660.3888888888889
NTS,7181,1,B,88.88888888888889,797.5277777777778
NTS,7181,1,C,84.16666666666667,1016.7416666666667
NTS,7215,1,A,94.44444444444444,671.4722222222222
NTS,7215,1,B,86.11111111111111,704.5833333333334
NTS,7215,1,C,90.74074074074075,1016.1203703703703
NTS,7055,1,A,88.88888888888889,884.0277777777778
NTS,7055,1,B,80.55555555555556,984.3055555555555
NTS,7055,1,C,50.0,1240.9833333333333
NTS,7208,1,A,91.66666666666666,822.0277777777778
NTS,7208,1,B,97.22222222222221,862.9444444444445
NTS,7208,1,C,67.5,1174.8583333333333
NTS,7214,1,A,97.22222222222221,731.1111111111111
NTS,7214,1,B,100.0,703.5833333333334
NTS,7214,1,C,83.33333333333334,1085.037037037037
NTS,7219,1,A,97.22222222222221,710.0555555555555
NTS,7219,1,B,94.44444444444444,771.7777777777778
NTS,7219,1,C,69.16666666666667,1087.2
NTS,7199,1,A,100.0,743.5
NTS,7199,1,B,91.66666666666666,943.1944444444445
NTS,7199,1,C,58.333333333333336,1297.4
NTS,7171,1,A,100.0,490.47222222222223
NTS,7171,1,B,100.0,610.3055555555555
NTS,7171,1,C,90.0,963.8916666666667
NTS,7223,1,A,100.0,583.5555555555555
NTS,7223,1,B,91.66666666666666,702.8888888888889
NTS,7223,1,C,80.83333333333333,1073.8166666666666
NTS,7700,1,A,94.44444444444444,817.0277777777778
NTS,7700,1,B,94.44444444444444,925.7222222222222
NTS,7700,1,C,55.833333333333336,1303.5916666666667
NTS,7701,1,A,94.44444444444444,742.1944444444445
NTS,7701,1,B,88.88888888888889,923.9444444444445
NTS,7701,1,C,55.833333333333336,1236.3666666666666
NTS,7703,1,A,75.0,897.3958333333334
NTS,7703,1,B,77.08333333333334,940.5416666666666
NTS,7703,1,C,54.54545454545454,1190.0833333333333
NTS,7231,1,A,100.0,887.25
NTS,7231,1,B,91.66666666666666,842.2777777777778
NTS,7231,1,C,82.4074074074074,1071.0
NTS,7238,1,A,97.22222222222221,590.9444444444445
NTS,7238,1,B,88.88888888888889,700.1388888888889
NTS,7238,1,C,80.83333333333333,949.8833333333333
NTS,7233,1,A,77.77777777777779,789.3055555555555
NTS,7233,1,B,94.44444444444444,764.9166666666666
NTS,7233,1,C,75.83333333333333,1115.7083333333333
NTS,9005,3,A,97.22222222222221,779.6944444444445
NTS,9005,3,B,94.44444444444444,832.0555555555555
NTS,9005,3,C,89.81481481481481,1038.9166666666667
NTS,8053,2,A,100.0,666.4722222222222
NTS,8053,2,B,97.22222222222221,750.1666666666666
NTS,8053,2,C,95.37037037037037,961.4537037037037
NTS,8040,2,A,100.0,621.5
NTS,8040,2,B,94.44444444444444,695.1388888888889
NTS,8040,2,C,87.96296296296296,1024.5833333333333
NTS,8050,2,A,100.0,582.5
NTS,8050,2,B,100.0,613.1944444444445
NTS,8050,2,C,95.37037037037037,814.6111111111111
NTS,8019,3,A,100.0,819.3888888888889
NTS,8019,3,B,91.66666666666666,946.5833333333334
NTS,8019,3,C,80.55555555555556,1147.7777777777778
NTS,8009,1,A,100.0,652.9444444444445
NTS,8009,1,B,97.22222222222221,726.0555555555555
NTS,8009,1,C,82.4074074074074,966.1388888888889
NTS,9010,2,A,97.22222222222221,534.6388888888889
NTS,9010,2,B,97.22222222222221,726.5833333333334
NTS,9010,2,C,80.55555555555556,948.75
NTS,9019,2,A,97.22222222222221,646.8055555555555
NTS,9019,2,B,97.22222222222221,748.8055555555555
NTS,9019,2,C,85.0,1048.4833333333333
NTS,9017,2,A,97.22222222222221,720.7222222222222
NTS,9017,2,B,97.22222222222221,696.8611111111111
NTS,9017,2,C,87.03703703703704,1004.2777777777778
NTS,8063,1,A,100.0,629.9444444444445
NTS,8063,1,B,97.22222222222221,773.0277777777778
NTS,8063,1,C,84.25925925925925,1024.0648148148148
NTS,8016,3,A,100.0,678.0833333333334
NTS,8016,3,B,94.44444444444444,773.0
NTS,8016,3,C,88.88888888888889,1067.2407407407406
NTS,8014,3,A,100.0,699.6388888888889
NTS,8014,3,B,97.22222222222221,709.6388888888889
NTS,8014,3,C,96.29629629629629,793.2592592592592
NTS,9013,3,A,100.0,591.0277777777778
NTS,9013,3,B,100.0,648.8611111111111
NTS,9013,3,C,81.48148148148148,930.3425925925926
NTS,8048,2,A,94.44444444444444,632.1944444444445
NTS,8048,2,B,88.88888888888889,812.0555555555555
NTS,8048,2,C,91.66666666666666,907.9351851851852
NTS,8060,2,A,100.0,515.6388888888889
NTS,8060,2,B,97.22222222222221,530.0
NTS,8060,2,C,90.74074074074075,875.5185185185185
NTS,8070,1,A,97.22222222222221,534.5277777777778
NTS,8070,1,B,94.44444444444444,794.9722222222222
NTS,8070,1,C,91.66666666666666,964.8425925925926
NTS,8074,1,A,94.44444444444444,725.8888888888889
NTS,8074,1,B,94.44444444444444,804.2222222222222
NTS,8074,1,C,58.333333333333336,1114.7407407407406
NTS,8069,1,A,97.22222222222221,727.0
NTS,8069,1,B,86.11111111111111,872.1944444444445
NTS,8069,1,C,81.66666666666667,1130.2916666666667
NTS,8075,1,A,100.0,759.75
NTS,8075,1,B,94.44444444444444,797.5
NTS,8075,1,C,90.74074074074075,950.8703703703703
NTS,9033,,A,70.83333333333334,970.125
NTS,9033,,B,91.66666666666666,821.3055555555555
NTS,9033,,C,55.833333333333336,1213.3833333333334
NTS,8039,3,A,100.0,484.8333333333333
NTS,8039,3,B,97.22222222222221,518.9722222222222
NTS,8039,3,C,95.37037037037037,659.3518518518518
NTS,8073,1,A,88.88888888888889,664.8611111111111
NTS,8073,1,B,97.22222222222221,581.75
NTS,8073,1,C,69.16666666666667,1102.1416666666667
NTS,9029,1,A,97.22222222222221,691.8888888888889
NTS,9029,1,B,97.22222222222221,690.4444444444445
NTS,9029,1,C,85.18518518518519,1011.8518518518518
NTS,7177,1,A,88.88888888888889,836.5555555555555
NTS,7177,1,B,83.33333333333334,977.0
NTS,7177,1,C,70.83333333333334,904.4333333333333
NTS,7192,1,A,100.0,670.1666666666666
NTS,7192,1,B,97.22222222222221,695.9444444444445
NTS,7192,1,C,84.16666666666667,949.7583333333333
NTS,7191,1,A,100.0,743.7222222222222
NTS,7191,1,B,91.66666666666666,796.1111111111111
NTS,7191,1,C,85.83333333333333,1059.5166666666667
NTS,7183,1,A,91.66666666666666,715.75
NTS,7183,1,B,97.22222222222221,690.2222222222222
NTS,7183,1,C,78.33333333333333,1060.4833333333333
NTS,7190,1,A,97.22222222222221,640.9166666666666
NTS,7190,1,B,94.44444444444444,688.25
NTS,7190,1,C,68.33333333333333,1122.675
NTS,7194,1,A,100.0,629.6388888888889
NTS,7194,1,B,94.44444444444444,803.5
NTS,7194,1,C,94.44444444444444,940.0277777777778
NTS,7203,1,A,97.22222222222221,803.4722222222222
NTS,7203,1,B,91.66666666666666,838.4722222222222
NTS,7203,1,C,53.70370370370371,1144.1759259259259
NTS,7206,1,A,97.22222222222221,732.6666666666666
NTS,7206,1,B,94.44444444444444,782.9444444444445
NTS,7206,1,C,70.37037037037037,1183.8148148148148
NTS,7207,1,A,94.44444444444444,840.0277777777778
NTS,7207,1,B,94.44444444444444,774.3611111111111
NTS,7207,1,C,82.4074074074074,1057.537037037037
NTS,7216,1,A,100.0,638.6666666666666
NTS,7216,1,B,97.22222222222221,704.5
NTS,7216,1,C,65.74074074074075,1244.712962962963
NTS,7212,1,A,91.66666666666666,771.3888888888889
NTS,7212,1,B,91.66666666666666,850.1111111111111
NTS,7212,1,C,66.66666666666666,1192.0083333333334
NTS,7195,1,A,97.22222222222221,600.7777777777778
NTS,7195,1,B,86.11111111111111,721.6388888888889
NTS,7195,1,C,89.81481481481481,915.5277777777778
NTS,7213,1,A,97.22222222222221,768.9722222222222
NTS,7213,1,B,100.0,867.0277777777778
NTS,7213,1,C,70.83333333333334,1105.4666666666667
NTS,7225,1,A,100.0,623.9444444444445
NTS,7225,1,B,94.44444444444444,753.7777777777778
NTS,7225,1,C,68.51851851851852,1112.1944444444443
NTS,7220,1,A,100.0,712.25
NTS,7220,1,B,94.44444444444444,755.2777777777778
NTS,7220,1,C,85.18518518518519,1019.3611111111111
NTS,7702,1,A,97.22222222222221,616.0833333333334
NTS,7702,1,B,91.66666666666666,774.9166666666666
NTS,7702,1,C,47.5,1229.8
NTS,7222,1,A,88.88888888888889,800.1388888888889
NTS,7222,1,B,97.22222222222221,814.1666666666666
NTS,7222,1,C,75.92592592592592,1009.25
NTS,7704,,A,85.41666666666666,925.7083333333334
NTS,7704,,B,88.88888888888889,798.6111111111111
NTS,7704,,C,75.92592592592592,1161.6296296296296
NTS,9023,1,A,97.22222222222221,738.5277777777778
NTS,9023,1,B,80.55555555555556,808.7777777777778
NTS,9023,1,C,74.16666666666667,1106.75
NTS,9024,1,A,94.44444444444444,828.3055555555555
NTS,9024,1,B,72.22222222222221,1054.75
NTS,9024,1,C,50.0,1260.1203703703704
NTS,9015,2,A,100.0,596.5833333333334
NTS,9015,2,B,94.44444444444444,555.4722222222222
NTS,9015,2,C,93.51851851851852,925.8148148148148
NTS,8020,3,A,97.22222222222221,831.9444444444445
NTS,8020,3,B,91.66666666666666,919.0555555555555
NTS,8020,3,C,56.81818181818182,1186.7424242424242
NTS,8061,1,A,100.0,698.2222222222222
NTS,8061,1,B,94.44444444444444,741.3611111111111
NTS,8061,1,C,79.16666666666666,1148.8333333333333
NTS,8031,3,A,97.22222222222221,648.4166666666666
NTS,8031,3,B,100.0,713.9166666666666
NTS,8031,3,C,89.81481481481481,1048.6666666666667
NTS,8017,3,A,97.22222222222221,739.3333333333334
NTS,8017,3,B,88.88888888888889,841.0277777777778
NTS,8017,3,C,90.74074074074075,983.3703703703703
NTS,8036,2,A,100.0,796.8888888888889
NTS,8036,2,B,80.55555555555556,877.3888888888889
NTS,8036,2,C,66.66666666666666,1029.7583333333334
NTS,8032,2,A,97.22222222222221,545.8611111111111
NTS,8032,2,B,91.66666666666666,591.4166666666666
NTS,8032,2,C,92.5925925925926,822.9537037037037
NTS,8052,2,A,100.0,538.2222222222222
NTS,8052,2,B,100.0,568.6388888888889
NTS,8052,2,C,85.18518518518519,890.9351851851852
NTS,8022,3,A,100.0,692.1666666666666
NTS,8022,3,B,91.66666666666666,764.7222222222222
NTS,8022,3,C,89.16666666666667,910.1916666666667
NTS,8030,3,A,100.0,576.7777777777778
NTS,8030,3,B,88.88888888888889,708.9722222222222
NTS,8030,3,C,85.18518518518519,1052.712962962963
NTS,9021,2,A,88.88888888888889,713.9166666666666
NTS,9021,2,B,97.22222222222221,733.8333333333334
NTS,9021,2,C,90.74074074074075,901.3981481481482
NTS,8058,1,A,100.0,648.4444444444445
NTS,8058,1,B,97.22222222222221,836.0
NTS,8058,1,C,80.83333333333333,1037.5416666666667
NTS,8065,1,A,97.22222222222221,649.7777777777778
NTS,8065,1,B,97.22222222222221,608.4166666666666
NTS,8065,1,C,86.11111111111111,1014.4722222222222
NTS,8012,3,A,100.0,602.3888888888889
NTS,8012,3,B,100.0,713.5833333333334
NTS,8012,3,C,99.07407407407408,848.8055555555555
NTS,8056,2,A,97.22222222222221,530.0555555555555
NTS,8056,2,B,88.88888888888889,636.0
NTS,8056,2,C,85.18518518518519,923.675925925926
NTS,9028,1,A,88.88888888888889,771.7222222222222
NTS,9028,1,B,88.88888888888889,775.4444444444445
NTS,9028,1,C,42.5,1139.6083333333333
NTS,9034,1,A,97.22222222222221,685.8333333333334
NTS,9034,1,B,97.22222222222221,724.4722222222222
NTS,9034,1,C,64.81481481481481,1150.8240740740741
NTS,8047,3,A,100.0,605.8611111111111
NTS,8047,3,B,100.0,675.0
NTS,8047,3,C,83.33333333333334,1083.851851851852
NTS,8023,3,A,100.0,708.1388888888889
NTS,8023,3,B,100.0,763.8055555555555
NTS,8023,3,C,90.74074074074075,961.0648148148148
NTS,8072,1,A,100.0,735.1944444444445
NTS,8072,1,B,86.11111111111111,927.9444444444445
NTS,8072,1,C,45.0,1053.4
NTS,9999,1,A,97.22222222222221,698.2222222222222
NTS,9999,1,B,95.83333333333334,736.3333333333334
NTS,9999,1,C,83.33333333333334,981.7916666666666
NTS,8063,2,A,100.0,562.25
NTS,8063,2,B,94.44444444444444,732.7777777777778
NTS,8063,2,C,91.66666666666666,902.3425925925926
NTS,8076,1,A,97.22222222222221,665.6666666666666
NTS,8076,1,B,94.44444444444444,705.8611111111111
NTS,8076,1,C,84.25925925925925,1085.0185185185185
NTS,7182,1,A,86.11111111111111,758.5
NTS,7182,1,B,91.66666666666666,799.3611111111111
NTS,7182,1,C,55.00000000000001,1174.5
NTS,7189,1,A,97.22222222222221,664.0555555555555
NTS,7189,1,B,91.66666666666666,822.4166666666666
NTS,7189,1,C,78.70370370370371,1069.6851851851852
NTS,7173,1,A,86.11111111111111,830.9722222222222
NTS,7173,1,B,94.44444444444444,855.0833333333334
NTS,7173,1,C,60.0,1233.95
NTS,7187,1,A,100.0,574.1111111111111
NTS,7187,1,B,100.0,668.8055555555555
NTS,7187,1,C,79.16666666666666,1082.9
NTS,7196,1,A,94.44444444444444,882.1666666666666
NTS,7196,1,B,91.66666666666666,990.9166666666666
NTS,7196,1,C,53.333333333333336,1216.9416666666666
NTS,7200,1,A,97.22222222222221,705.5833333333334
NTS,7200,1,B,97.22222222222221,715.7222222222222
NTS,7200,1,C,65.9090909090909,1150.159090909091
NTS,7211,1,A,94.44444444444444,614.8611111111111
NTS,7211,1,B,91.66666666666666,651.0833333333334
NTS,7211,1,C,81.66666666666667,1154.6333333333334
NTS,7209,1,A,97.22222222222221,695.6111111111111
NTS,7209,1,B,97.22222222222221,785.25
NTS,7209,1,C,65.83333333333333,912.6916666666667
NTS,7204,1,A,97.22222222222221,591.25
NTS,7204,1,B,97.22222222222221,713.4444444444445
NTS,7204,1,C,86.11111111111111,940.9722222222222
NTS,7218,1,A,83.33333333333334,903.7777777777778
NTS,7218,1,B,97.22222222222221,892.3611111111111
NTS,7218,1,C,59.166666666666664,1128.0583333333334
NTS,7221,1,A,91.66666666666666,773.1111111111111
NTS,7221,1,B,94.44444444444444,839.8055555555555
NTS,7221,1,C,65.74074074074075,1120.1296296296296
NTS,7202,1,A,94.44444444444444,583.3611111111111
NTS,7202,1,B,97.22222222222221,658.7222222222222
NTS,7202,1,C,85.18518518518519,884.1944444444445
NTS,7226,1,A,94.44444444444444,538.3055555555555
NTS,7226,1,B,94.44444444444444,592.8611111111111
NTS,7226,1,C,86.11111111111111,914.7962962962963
NTS,7227,1,A,97.22222222222221,580.5833333333334
NTS,7227,1,B,97.22222222222221,753.8055555555555
NTS,7227,1,C,90.74074074074075,1036.2314814814815
NTS,7205,1,A,97.22222222222221,873.5555555555555
NTS,7205,1,B,86.11111111111111,923.3333333333334
NTS,7205,1,C,65.15151515151516,1173.8257575757575
NTS,7230,1,A,88.88888888888889,776.9166666666666
NTS,7230,1,B,86.11111111111111,752.0277777777778
NTS,7230,1,C,76.85185185185185,1111.6203703703704
NTS,7235,1,A,94.44444444444444,742.0
NTS,7235,1,B,94.44444444444444,830.9166666666666
NTS,7235,1,C,91.66666666666666,1070.6666666666667
ATS,8039,2,A,97.22222222222221,644.7222222222222
ATS,8039,2,B,100.0,537.25
ATS,8039,2,C,92.5925925925926,754.0925925925926
ATS,8060,1,A,100.0,690.9166666666666
ATS,8060,1,B,97.22222222222221,627.3055555555555
ATS,8060,1,C,84.25925925925925,1004.0370370370371
ATS,8047,2,A,100.0,691.4722222222222
ATS,8047,2,B,100.0,673.3611111111111
ATS,8047,2,C,73.14814814814815,1120.7314814814815
ATS,8011,3,A,97.22222222222221,746.8333333333334
ATS,8011,3,B,100.0,685.6111111111111
ATS,8011,3,C,86.11111111111111,964.9351851851852
ATS,8038,2,A,100.0,639.8333333333334
ATS,8038,2,B,97.22222222222221,639.1666666666666
ATS,8038,2,C,97.22222222222221,803.8703703703703
ATS,8046,2,A,94.44444444444444,748.4166666666666
ATS,8046,2,B,100.0,618.8055555555555
ATS,8046,2,C,85.18518518518519,1018.8703703703703
ATS,8023,2,A,100.0,857.4722222222222
ATS,8023,2,B,97.22222222222221,872.1666666666666
ATS,8023,2,C,74.07407407407408,1171.462962962963
ATS,8037,2,A,83.33333333333334,1006.3888888888889
ATS,8037,2,B,94.44444444444444,1059.5277777777778
ATS,8037,2,C,50.92592592592593,1271.787037037037
ATS,9009,3,A,94.44444444444444,953.4444444444445
